,station_id,date,count
131,323,2023-02-04,2
132,323,2023-02-05,4
133,323,2023-02-06,6
134,323,2023-02-07,5
135,323,2023-02-08,5
136,323,2023-02-09,6
137,323,2023-02-10,0
138,323,2023-02-11,2
139,323,2023-02-12,8
140,110,2023-01-16,2
141,110,2023-01-17,6
142,110,2023-01-18,9
143,110,2023-01-19,6
144,110,2023-01-20,3
145,110,2023-01-21,4
146,110,2023-01-22,8
147,110,2023-01-23,6
148,110,2023-01-24,0
149,110,2023-01-25,5
150,110,2023-01-26,6
151,110,2023-01-27,2
152,110,2023-01-28,7
153,110,2023-01-29,8
154,110,2023-01-30,1
155,110,2023-01-31,2
156,110,2023-02-01,8
157,110,2023-02-02,6
158,110,2023-02-03,9
159,110,2023-02-04,1
160,110,2023-02-05,3
161,110,2023-02-06,2
162,110,2023-02-07,4
163,110,2023-02-08,4
164,110,2023-02-09,1
165,110,2023-02-10,5
166,110,2023-02-11,7
167,110,2023-02-12,4
168,205,2023-01-16,6
169,205,2023-01-17,7
170,205,2023-01-18,5
171,205,2023-01-19,6
172,205,2023-01-20,0
173,205,2023-01-21,3
174,205,2023-01-22,0
175,205,2023-01-23,9
176,205,2023-01-24,7
177,205,2023-01-25,4
178,205,2023-01-26,1
179,205,2023-01-27,6
180,205,2023-01-28,2
181,205,2023-01-29,9
182,205,2023-01-30,0
183,205,2023-01-31,2
184,205,2023-02-01,3
185,205,2023-02-02,0
186,205,2023-02-03,6
187,205,2023-02-04,5
188,205,2023-02-05,9
189,205,2023-02-06,1
190,205,2023-02-07,5
191,205,2023-02-08,2
192,205,2023-02-09,5
193,205,2023-02-10,1
194,205,2023-02-11,7
195,205,2023-02-12,6
196,299,2023-01-16,3
197,299,2023-01-17,7
198,299,2023-01-18,0
199,299,2023-01-19,3
200,299,2023-01-20,5
201,299,2023-01-21,9
202,299,2023-01-22,9
203,299,2023-01-23,6
204,299,2023-01-24,5
205,299,2023-01-25,7
206,299,2023-01-26,0
207,299,2023-01-27,2
208,299,2023-01-28,1
209,299,2023-01-29,2
210,299,2023-01-30,3
211,299,2023-01-31,8
212,299,2023-02-01,4
213,299,2023-02-02,5
214,299,2023-02-03,6
215,299,2023-02-04,7
216,299,2023-02-05,8
217,299,2023-02-06,4
218,299,2023-02-07,0
219,299,2023-02-08,3
220,299,2023-02-09,0
221,299,2023-02-10,4
222,299,2023-02-11,2
223,299,2023-02-12,6
224,315,2023-01-16,1
225,315,2023-01-17,0
226,315,2023-01-18,8
227,315,2023-01-19,1
228,315,2023-01-20,4
229,315,2023-01-21,7
230,315,2023-01-22,2
231,315,2023-01-23,3
232,315,2023-01-24,1
233,315,2023-01-25,4
234,315,2023-01-26,0
235,315,2023-01-27,3
236,315,2023-01-28,2
237,315,2023-01-29,3
238,315,2023-01-30,0
239,315,2023-01-31,0
240,315,2023-02-01,2
241,315,2023-02-02,9
242,315,2023-02-03,7
243,315,2023-02-04,6
244,315,2023-02-05,7
245,315,2023-02-06,0
246,315,2023-02-07,7
247,315,2023-02-08,8
248,315,2023-02-09,5
249,315,2023-02-10,3
250,315,2023-02-11,0
251,315,2023-02-12,1
252,64,2023-01-16,8
253,64,2023-01-17,9
254,64,2023-01-18,2
255,64,2023-01-19,7
256,64,2023-01-20,1
257,64,2023-01-21,3
258,64,2023-01-22,9
259,64,2023-01-23,8
260,64,2023-01-24,8
261,64,2023-01-25,7
262,64,2023-01-26,1
263,64,2023-01-27,1
264,64,2023-01-28,8
265,64,2023-01-29,8
266,64,2023-01-30,1
267,64,2023-01-31,3
268,64,2023-02-01,0
269,64,2023-02-02,0
270,64,2023-02-03,6
271,64,2023-02-04,2
272,64,2023-02-05,1
273,64,2023-02-06,1
274,64,2023-02-07,5
275,64,2023-02-08,5
276,64,2023-02-09,3
277,64,2023-02-10,4
278,64,2023-02-11,7
279,64,2023-02-12,4
280,293,2023-01-16,3
281,293,2023-01-17,7
282,293,2023-01-18,4
283,293,2023-01-19,1
284,293,2023-01-20,1
285,293,2023-01-21,0
286,293,2023-01-22,9
287,293,2023-01-23,7
288,293,2023-01-24,2
289,293,2023-01-25,9
290,293,2023-01-26,7
291,293,2023-01-27,1
292,293,2023-01-28,8
293,293,2023-01-29,5
294,293,2023-01-30,4
295,293,2023-01-31,3
296,293,2023-02-01,2
297,293,2023-02-02,4
298,293,2023-02-03,9
299,293,2023-02-04,8
300,293,2023-02-05,4
301,293,2023-02-06,9
302,293,2023-02-07,7
303,293,2023-02-08,5
304,293,2023-02-09,0
305,293,2023-02-10,7
306,293,2023-02-11,6
307,293,2023-02-12,0
308,86,2023-01-16,5
309,86,2023-01-17,8
310,86,2023-01-18,8
311,86,2023-01-19,3
312,86,2023-01-20,4
313,86,2023-01-21,3
314,86,2023-01-22,1
315,86,2023-01-23,4
316,86,2023-01-24,0
317,86,2023-01-25,7
318,86,2023-01-26,7
319,86,2023-01-27,4
320,86,2023-01-28,1
321,86,2023-01-29,4
322,86,2023-01-30,4
323,86,2023-01-31,0
324,86,2023-02-01,0
325,86,2023-02-02,7
326,86,2023-02-03,1
327,86,2023-02-04,3
328,86,2023-02-05,6
329,86,2023-02-06,5
330,86,2023-02-07,3
331,86,2023-02-08,0
332,86,2023-02-09,9
333,86,2023-02-10,2
334,86,2023-02-11,5
335,86,2023-02-12,8
364,223,2023-01-16,9
365,223,2023-01-17,6
366,223,2023-01-18,4
367,223,2023-01-19,9
368,223,2023-01-20,6
369,223,2023-01-21,0
370,223,2023-01-22,2
371,223,2023-01-23,6
372,223,2023-01-24,9
373,223,2023-01-25,9
374,223,2023-01-26,6
375,223,2023-01-27,7
376,223,2023-01-28,0
377,223,2023-01-29,3
378,223,2023-01-30,6
379,223,2023-01-31,5
380,223,2023-02-01,1
381,223,2023-02-02,3
382,223,2023-02-03,5
383,223,2023-02-04,1
384,223,2023-02-05,5
385,223,2023-02-06,2
386,223,2023-02-07,5
387,223,2023-02-08,3
388,223,2023-02-09,0
389,223,2023-02-10,7
390,223,2023-02-11,3
391,223,2023-02-12,7
392,155,2023-01-16,4
393,155,2023-01-17,2
394,155,2023-01-18,7
395,155,2023-01-19,8
396,155,2023-01-20,7
397,155,2023-01-21,5
398,155,2023-01-22,6
399,155,2023-01-23,9
400,155,2023-01-24,8
401,155,2023-01-25,9
402,155,2023-01-26,9
403,155,2023-01-27,7
404,155,2023-01-28,4
405,155,2023-01-29,7
406,155,2023-01-30,7
407,155,2023-01-31,5
408,155,2023-02-01,5
409,155,2023-02-02,5
410,155,2023-02-03,1
411,155,2023-02-04,6
412,155,2023-02-05,8
413,155,2023-02-06,9
414,155,2023-02-07,7
415,155,2023-02-08,4
416,155,2023-02-09,8
417,155,2023-02-10,6
418,155,2023-02-11,5
419,155,2023-02-12,3
420,181,2023-01-16,2
421,181,2023-01-17,1
422,181,2023-01-18,4
423,181,2023-01-19,3
424,181,2023-01-20,7
425,181,2023-01-21,2
426,181,2023-01-22,5
427,181,2023-01-23,0
428,181,2023-01-24,4
429,181,2023-01-25,0
430,181,2023-01-26,7
431,181,2023-01-27,7
432,181,2023-01-28,1
433,181,2023-01-29,3
434,181,2023-01-30,2
435,181,2023-01-31,9
436,181,2023-02-01,0
437,181,2023-02-02,7
438,181,2023-02-03,1
439,181,2023-02-04,7
440,181,2023-02-05,2
441,181,2023-02-06,5
442,181,2023-02-07,2
443,181,2023-02-08,0
444,181,2023-02-09,4
445,181,2023-02-10,9
446,181,2023-02-11,8
447,181,2023-02-12,0
448,186,2023-01-16,7
449,186,2023-01-17,5
450,186,2023-01-18,1
451,186,2023-01-19,5
452,186,2023-01-20,7
453,186,2023-01-21,6
454,186,2023-01-22,3
455,186,2023-01-23,6
456,186,2023-01-24,6
457,186,2023-01-25,9
458,186,2023-01-26,5
459,186,2023-01-27,3
460,186,2023-01-28,3
461,186,2023-01-29,5
462,186,2023-01-30,7
463,186,2023-01-31,8
464,186,2023-02-01,0
465,186,2023-02-02,6
466,186,2023-02-03,5
467,186,2023-02-04,4
468,186,2023-02-05,3
469,186,2023-02-06,6
470,186,2023-02-07,0
471,186,2023-02-08,2
472,186,2023-02-09,0
473,186,2023-02-10,1
474,186,2023-02-11,7
475,186,2023-02-12,1
476,256,2023-01-16,2
477,256,2023-01-17,5
478,256,2023-01-18,2
479,256,2023-01-19,1
480,256,2023-01-20,9
481,256,2023-01-21,0
482,256,2023-01-22,0
483,256,2023-01-23,3
484,256,2023-01-24,2
485,256,2023-01-25,8
486,256,2023-01-26,8
487,256,2023-01-27,2
488,256,2023-01-28,1
489,256,2023-01-29,7
490,256,2023-01-30,9
491,256,2023-01-31,8
492,256,2023-02-01,3
493,256,2023-02-02,7
494,256,2023-02-03,4
495,256,2023-02-04,1
496,256,2023-02-05,4
497,256,2023-02-06,1
498,256,2023-02-07,1
499,256,2023-02-08,1
500,256,2023-02-09,2
501,256,2023-02-10,4
502,256,2023-02-11,9
503,256,2023-02-12,8
504,251,2023-01-16,5
505,251,2023-01-17,5
506,251,2023-01-18,3
507,251,2023-01-19,7
508,251,2023-01-20,4
509,251,2023-01-21,6
510,251,2023-01-22,1
511,251,2023-01-23,3
512,251,2023-01-24,6
513,251,2023-01-25,7
514,251,2023-01-26,5
515,251,2023-01-27,2
516,251,2023-01-28,4
517,251,2023-01-29,5
518,251,2023-01-30,2
519,251,2023-01-31,3
520,251,2023-02-01,1
521,251,2023-02-02,3
522,251,2023-02-03,7
523,251,2023-02-04,5
524,251,2023-02-05,2
525,251,2023-02-06,1
526,251,2023-02-07,2
527,251,2023-02-08,8
528,251,2023-02-09,9
529,251,2023-02-10,0
530,251,2023-02-11,4
531,251,2023-02-12,5
532,50,2023-01-16,8
533,50,2023-01-17,7
534,50,2023-01-18,4
535,50,2023-01-19,5
536,50,2023-01-20,5
537,50,2023-01-21,1
538,50,2023-01-22,8
539,50,2023-01-23,0
540,50,2023-01-24,6
541,50,2023-01-25,9
542,50,2023-01-26,2
543,50,2023-01-27,7
544,50,2023-01-28,0
545,50,2023-01-29,2
546,50,2023-01-30,9
547,50,2023-01-31,6
548,50,2023-02-01,6
549,50,2023-02-02,7
550,50,2023-02-03,6
551,50,2023-02-04,5
552,50,2023-02-05,4
553,50,2023-02-06,4
554,50,2023-02-07,5
555,50,2023-02-08,5
556,50,2023-02-09,1
557,50,2023-02-10,8
558,50,2023-02-11,6
559,50,2023-02-12,3
560,364,2023-01-16,3
561,364,2023-01-17,6
562,364,2023-01-18,5
563,364,2023-01-19,1
564,364,2023-01-20,9
565,364,2023-01-21,6
566,364,2023-01-22,7
567,364,2023-01-23,8
568,364,2023-01-24,9
569,364,2023-01-25,7
570,364,2023-01-26,7
571,364,2023-01-27,7
572,364,2023-01-28,7
573,364,2023-01-29,0
574,364,2023-01-30,7
575,364,2023-01-31,9
576,364,2023-02-01,3
577,364,2023-02-02,3
578,364,2023-02-03,3
579,364,2023-02-04,1
580,364,2023-02-05,9
581,364,2023-02-06,3
582,364,2023-02-07,8
583,364,2023-02-08,0
584,364,2023-02-09,4
585,364,2023-02-10,4
586,364,2023-02-11,4
587,364,2023-02-12,5
588,345,2023-01-16,4
589,345,2023-01-17,7
590,345,2023-01-18,3
591,345,2023-01-19,6
592,345,2023-01-20,2
593,345,2023-01-21,1
594,345,2023-01-22,5
595,345,2023-01-23,6
596,345,2023-01-24,8
597,345,2023-01-25,3
598,345,2023-01-26,7
599,345,2023-01-27,2
600,345,2023-01-28,5
601,345,2023-01-29,2
602,345,2023-01-30,1
603,345,2023-01-31,9
604,345,2023-02-01,3
605,345,2023-02-02,4
606,345,2023-02-03,9
607,345,2023-02-04,3
608,345,2023-02-05,3
609,345,2023-02-06,4
610,345,2023-02-07,0
611,345,2023-02-08,7
612,345,2023-02-09,3
613,345,2023-02-10,9
614,345,2023-02-11,6
615,345,2023-02-12,3
644,322,2023-01-16,9
645,322,2023-01-17,6
646,322,2023-01-18,8
647,322,2023-01-19,1
648,322,2023-01-20,0
649,322,2023-01-21,9
650,322,2023-01-22,7
651,322,2023-01-23,6
652,322,2023-01-24,0
653,322,2023-01-25,0
654,322,2023-01-26,9
655,322,2023-01-27,7
656,322,2023-01-28,4
657,322,2023-01-29,8
658,322,2023-01-30,2
659,322,2023-01-31,2
660,322,2023-02-01,5
661,322,2023-02-02,6
662,322,2023-02-03,5
663,322,2023-02-04,7
664,322,2023-02-05,9
665,322,2023-02-06,4
666,322,2023-02-07,1
667,322,2023-02-08,5
668,322,2023-02-09,0
669,322,2023-02-10,1
670,322,2023-02-11,7
671,322,2023-02-12,7
672,92,2023-01-16,2
673,92,2023-01-17,5
674,92,2023-01-18,9
675,92,2023-01-19,7
676,92,2023-01-20,8
677,92,2023-01-21,9
678,92,2023-01-22,2
679,92,2023-01-23,4
680,92,2023-01-24,0
681,92,2023-01-25,6
682,92,2023-01-26,6
683,92,2023-01-27,5
684,92,2023-01-28,6
685,92,2023-01-29,8
686,92,2023-01-30,3
687,92,2023-01-31,8
688,92,2023-02-01,8
689,92,2023-02-02,3
690,92,2023-02-03,8
691,92,2023-02-04,7
692,92,2023-02-05,2
693,92,2023-02-06,0
694,92,2023-02-07,6
695,92,2023-02-08,9
696,92,2023-02-09,5
697,92,2023-02-10,6
698,92,2023-02-11,0
699,92,2023-02-12,2
700,265,2023-01-16,0
701,265,2023-01-17,8
702,265,2023-01-18,6
703,265,2023-01-19,7
704,265,2023-01-20,1
705,265,2023-01-21,0
706,265,2023-01-22,2
707,265,2023-01-23,9
708,265,2023-01-24,3
709,265,2023-01-25,2
710,265,2023-01-26,7
711,265,2023-01-27,3
712,265,2023-01-28,3
713,265,2023-01-29,7
714,265,2023-01-30,3
715,265,2023-01-31,2
716,265,2023-02-01,4
717,265,2023-02-02,0
718,265,2023-02-03,3
719,265,2023-02-04,9
720,265,2023-02-05,3
721,265,2023-02-06,7
722,265,2023-02-07,4
723,265,2023-02-08,8
724,265,2023-02-09,7
725,265,2023-02-10,1
726,265,2023-02-11,5
727,265,2023-02-12,1
728,126,2023-01-16,0
729,126,2023-01-17,8
730,126,2023-01-18,4
731,126,2023-01-19,2
732,126,2023-01-20,1
733,126,2023-01-21,9
734,126,2023-01-22,4
735,126,2023-01-23,2
736,126,2023-01-24,0
737,126,2023-01-25,0
738,126,2023-01-26,0
739,126,2023-01-27,5
740,126,2023-01-28,7
741,126,2023-01-29,4
742,126,2023-01-30,8
743,126,2023-01-31,2
744,126,2023-02-01,8
745,126,2023-02-02,0
746,126,2023-02-03,0
747,126,2023-02-04,0
748,126,2023-02-05,8
749,126,2023-02-06,9
750,126,2023-02-07,7
751,126,2023-02-08,1
752,126,2023-02-09,9
753,126,2023-02-10,5
754,126,2023-02-11,9
755,126,2023-02-12,2
756,245,2023-01-16,5
757,245,2023-01-17,2
758,245,2023-01-18,9
759,245,2023-01-19,7
760,245,2023-01-20,4
761,245,2023-01-21,0
762,245,2023-01-22,3
763,245,2023-01-23,7
764,245,2023-01-24,7
765,245,2023-01-25,6
766,245,2023-01-26,2
767,245,2023-01-27,9
768,245,2023-01-28,8
769,245,2023-01-29,8
770,245,2023-01-30,5
771,245,2023-01-31,0
772,245,2023-02-01,2
773,245,2023-02-02,2
774,245,2023-02-03,6
775,245,2023-02-04,3
776,245,2023-02-05,6
777,245,2023-02-06,7
778,245,2023-02-07,9
779,245,2023-02-08,9
780,245,2023-02-09,2
781,245,2023-02-10,8
782,245,2023-02-11,0
783,245,2023-02-12,8
784,131,2023-01-16,0
785,131,2023-01-17,2
786,131,2023-01-18,0
787,131,2023-01-19,9
788,131,2023-01-20,5
789,131,2023-01-21,6
790,131,2023-01-22,5
791,131,2023-01-23,4
792,131,2023-01-24,4
793,131,2023-01-25,5
794,131,2023-01-26,5
795,131,2023-01-27,5
796,131,2023-01-28,0
797,131,2023-01-29,9
798,131,2023-01-30,6
799,131,2023-01-31,7
800,131,2023-02-01,7
801,131,2023-02-02,4
802,131,2023-02-03,9
803,131,2023-02-04,7
804,131,2023-02-05,8
805,131,2023-02-06,8
806,131,2023-02-07,6
807,131,2023-02-08,5
808,131,2023-02-09,7
809,131,2023-02-10,6
810,131,2023-02-11,4
811,131,2023-02-12,3
812,76,2023-01-16,2
813,76,2023-01-17,2
814,76,2023-01-18,8
815,76,2023-01-19,6
816,76,2023-01-20,7
817,76,2023-01-21,9
818,76,2023-01-22,5
819,76,2023-01-23,6
820,76,2023-01-24,9
821,76,2023-01-25,5
822,76,2023-01-26,9
823,76,2023-01-27,9
824,76,2023-01-28,7
825,76,2023-01-29,6
826,76,2023-01-30,5
827,76,2023-01-31,1
828,76,2023-02-01,6
829,76,2023-02-02,3
830,76,2023-02-03,8
831,76,2023-02-04,3
832,76,2023-02-05,5
833,76,2023-02-06,9
834,76,2023-02-07,7
835,76,2023-02-08,7
836,76,2023-02-09,7
837,76,2023-02-10,3
838,76,2023-02-11,0
839,76,2023-02-12,2
840,47,2023-01-16,7
841,47,2023-01-17,7
842,47,2023-01-18,0
843,47,2023-01-19,9
844,47,2023-01-20,2
845,47,2023-01-21,3
846,47,2023-01-22,0
847,47,2023-01-23,8
848,47,2023-01-24,6
849,47,2023-01-25,2
850,47,2023-01-26,7
851,47,2023-01-27,4
852,47,2023-01-28,3
853,47,2023-01-29,3
854,47,2023-01-30,8
855,47,2023-01-31,3
856,47,2023-02-01,3
857,47,2023-02-02,1
858,47,2023-02-03,9
859,47,2023-02-04,0
860,47,2023-02-05,2
861,47,2023-02-06,4
862,47,2023-02-07,7
863,47,2023-02-08,8
864,47,2023-02-09,1
865,47,2023-02-10,4
866,47,2023-02-11,4
867,47,2023-02-12,0
868,300,2023-01-16,2
869,300,2023-01-17,9
870,300,2023-01-18,1
871,300,2023-01-19,1
872,300,2023-01-20,3
873,300,2023-01-21,9
874,300,2023-01-22,8
875,300,2023-01-23,1
876,300,2023-01-24,4
877,300,2023-01-25,3
878,300,2023-01-26,8
879,300,2023-01-27,0
880,300,2023-01-28,0
881,300,2023-01-29,5
882,300,2023-01-30,0
883,300,2023-01-31,5
884,300,2023-02-01,6
885,300,2023-02-02,8
886,300,2023-02-03,1
887,300,2023-02-04,0
888,300,2023-02-05,1
889,300,2023-02-06,4
890,300,2023-02-07,9
891,300,2023-02-08,4
892,300,2023-02-09,1
893,300,2023-02-10,4
894,300,2023-02-11,1
895,300,2023-02-12,0
896,263,2023-01-16,8
897,263,2023-01-17,9
898,263,2023-01-18,8
899,263,2023-01-19,1
900,263,2023-01-20,6
901,263,2023-01-21,9
902,263,2023-01-22,0
903,263,2023-01-23,8
904,263,2023-01-24,2
905,263,2023-01-25,0
906,263,2023-01-26,4
907,263,2023-01-27,2
908,263,2023-01-28,0
909,263,2023-01-29,8
910,263,2023-01-30,8
911,263,2023-01-31,2
912,263,2023-02-01,5
913,263,2023-02-02,4
914,263,2023-02-03,1
915,263,2023-02-04,3
916,263,2023-02-05,2
917,263,2023-02-06,3
918,263,2023-02-07,6
919,263,2023-02-08,0
920,263,2023-02-09,5
921,263,2023-02-10,2
922,263,2023-02-11,2
923,263,2023-02-12,3
924,284,2023-01-16,9
925,284,2023-01-17,1
926,284,2023-01-18,5
927,284,2023-01-19,4
928,284,2023-01-20,9
929,284,2023-01-21,0
930,284,2023-01-22,5
931,284,2023-01-23,1
932,284,2023-01-24,3
933,284,2023-01-25,0
934,284,2023-01-26,4
935,284,2023-01-27,3
936,284,2023-01-28,8
937,284,2023-01-29,2
938,284,2023-01-30,5
939,284,2023-01-31,7
940,284,2023-02-01,5
941,284,2023-02-02,1
942,284,2023-02-03,2
943,284,2023-02-04,3
944,284,2023-02-05,3
945,284,2023-02-06,9
946,284,2023-02-07,0
947,284,2023-02-08,3
948,284,2023-02-09,7
949,284,2023-02-10,5
950,284,2023-02-11,5
951,284,2023-02-12,2
952,297,2023-01-16,0
953,297,2023-01-17,7
954,297,2023-01-18,5
955,297,2023-01-19,8
956,297,2023-01-20,2
957,297,2023-01-21,7
958,297,2023-01-22,8
959,297,2023-01-23,8
960,297,2023-01-24,2
961,297,2023-01-25,5
962,297,2023-01-26,0
963,297,2023-01-27,7
964,297,2023-01-28,0
965,297,2023-01-29,8
966,297,2023-01-30,4
967,297,2023-01-31,8
968,297,2023-02-01,4
969,297,2023-02-02,8
970,297,2023-02-03,7
971,297,2023-02-04,9
972,297,2023-02-05,9
973,297,2023-02-06,5
974,297,2023-02-07,9
975,297,2023-02-08,1
976,297,2023-02-09,8
977,297,2023-02-10,2
978,297,2023-02-11,8
979,297,2023-02-12,6
980,81,2023-01-16,7
981,81,2023-01-17,9
982,81,2023-01-18,7
983,81,2023-01-19,3
984,81,2023-01-20,7
985,81,2023-01-21,1
986,81,2023-01-22,9
987,81,2023-01-23,4
988,81,2023-01-24,6
989,81,2023-01-25,7
990,81,2023-01-26,5
991,81,2023-01-27,0
992,81,2023-01-28,3
993,81,2023-01-29,3
994,81,2023-01-30,3
995,81,2023-01-31,3
996,81,2023-02-01,1
997,81,2023-02-02,3
998,81,2023-02-03,7
999,81,2023-02-04,1
1000,81,2023-02-05,8
1001,81,2023-02-06,2
1002,81,2023-02-07,2
1003,81,2023-02-08,6
1004,81,2023-02-09,1
1005,81,2023-02-10,3
1006,81,2023-02-11,8
1007,81,2023-02-12,6
1008,132,2023-01-16,0
1009,132,2023-01-17,1
1010,132,2023-01-18,9
1011,132,2023-01-19,4
1012,132,2023-01-20,4
1013,132,2023-01-21,4
1014,132,2023-01-22,1
1015,132,2023-01-23,5
1016,132,2023-01-24,8
1017,132,2023-01-25,8
1018,132,2023-01-26,4
1019,132,2023-01-27,3
1020,132,2023-01-28,0
1021,132,2023-01-29,7
1022,132,2023-01-30,2
1023,132,2023-01-31,0
1024,132,2023-02-01,5
1025,132,2023-02-02,9
1026,132,2023-02-03,3
1027,132,2023-02-04,4
1028,132,2023-02-05,4
1029,132,2023-02-06,9
1030,132,2023-02-07,2
1031,132,2023-02-08,9
1032,132,2023-02-09,0
1033,132,2023-02-10,2
1034,132,2023-02-11,8
1035,132,2023-02-12,3
1036,196,2023-01-16,5
1037,196,2023-01-17,8
1038,196,2023-01-18,7
1039,196,2023-01-19,6
1040,196,2023-01-20,4
1041,196,2023-01-21,5
1042,196,2023-01-22,2
1043,196,2023-01-23,7
1044,196,2023-01-24,7
1045,196,2023-01-25,2
1046,196,2023-01-26,9
1047,196,2023-01-27,9
1048,196,2023-01-28,7
1049,196,2023-01-29,8
1050,196,2023-01-30,3
1051,196,2023-01-31,9
1052,196,2023-02-01,5
1053,196,2023-02-02,5
1054,196,2023-02-03,5
1055,196,2023-02-04,6
1056,196,2023-02-05,7
1057,196,2023-02-06,2
1058,196,2023-02-07,3
1059,196,2023-02-08,1
1060,196,2023-02-09,7
1061,196,2023-02-10,3
1062,196,2023-02-11,9
1063,196,2023-02-12,5
1064,363,2023-01-16,6
1065,363,2023-01-17,3
1066,363,2023-01-18,7
1067,363,2023-01-19,3
1068,363,2023-01-20,5
1069,363,2023-01-21,1
1070,363,2023-01-22,4
1071,363,2023-01-23,9
1072,363,2023-01-24,8
1073,363,2023-01-25,2
1074,363,2023-01-26,9
1075,363,2023-01-27,9
1076,363,2023-01-28,7
1077,363,2023-01-29,8
1078,363,2023-01-30,2
1079,363,2023-01-31,8
1080,363,2023-02-01,6
1081,363,2023-02-02,2
1082,363,2023-02-03,2
1083,363,2023-02-04,0
1084,363,2023-02-05,7
1085,363,2023-02-06,6
1086,363,2023-02-07,3
1087,363,2023-02-08,0
1088,363,2023-02-09,0
1089,363,2023-02-10,9
1090,363,2023-02-11,5
1091,363,2023-02-12,1
1092,291,2023-01-16,9
1093,291,2023-01-17,6
1094,291,2023-01-18,5
1095,291,2023-01-19,5
1096,291,2023-01-20,4
1097,291,2023-01-21,1
1098,291,2023-01-22,2
1099,291,2023-01-23,6
1100,291,2023-01-24,7
1101,291,2023-01-25,0
1102,291,2023-01-26,0
1103,291,2023-01-27,9
1104,291,2023-01-28,0
1105,291,2023-01-29,2
1106,291,2023-01-30,6
1107,291,2023-01-31,8
1108,291,2023-02-01,5
1109,291,2023-02-02,2
1110,291,2023-02-03,2
1111,291,2023-02-04,2
1112,291,2023-02-05,3
1113,291,2023-02-06,7
1114,291,2023-02-07,7
1115,291,2023-02-08,0
1116,291,2023-02-09,7
1117,291,2023-02-10,9
1118,291,2023-02-11,4
1119,291,2023-02-12,3
1120,17,2023-01-16,5
1121,17,2023-01-17,4
