,station_id,count,avg,prob
214,229,116,4.142857142857143,0.0741687979539642
215,231,96,3.4285714285714284,0.061381074168797956
216,232,138,4.928571428571429,0.08823529411764706
217,233,128,4.571428571428571,0.08184143222506395
218,234,122,4.357142857142857,0.07800511508951406
219,236,119,4.25,0.07608695652173914
220,237,118,4.214285714285714,0.07544757033248081
221,238,114,4.071428571428571,0.07289002557544758
222,239,128,4.571428571428571,0.08184143222506395
223,240,119,4.25,0.07608695652173914
224,242,108,3.857142857142857,0.06905370843989769
225,243,150,5.357142857142857,0.0959079283887468
226,244,129,4.607142857142857,0.08248081841432225
227,245,144,5.142857142857143,0.09207161125319693
228,246,100,3.5714285714285716,0.0639386189258312
229,247,94,3.357142857142857,0.06010230179028133
230,248,146,5.214285714285714,0.09335038363171355
231,249,152,5.428571428571429,0.09718670076726342
232,251,115,4.107142857142857,0.07352941176470588
233,252,129,4.607142857142857,0.08248081841432225
234,254,114,4.071428571428571,0.07289002557544758
235,255,105,3.75,0.06713554987212277
236,256,112,4.0,0.07161125319693094
237,257,125,4.464285714285714,0.079923273657289
238,258,110,3.9285714285714284,0.07033248081841433
239,259,118,4.214285714285714,0.07544757033248081
240,260,127,4.535714285714286,0.08120204603580562
241,261,133,4.75,0.0850383631713555
242,262,113,4.035714285714286,0.07225063938618925
243,263,111,3.9642857142857144,0.07097186700767263
244,264,115,4.107142857142857,0.07352941176470588
245,265,115,4.107142857142857,0.07352941176470588
246,266,112,4.0,0.07161125319693094
247,267,130,4.642857142857143,0.08312020460358056
248,268,112,4.0,0.07161125319693094
249,269,133,4.75,0.0850383631713555
250,270,136,4.857142857142857,0.08695652173913043
251,271,116,4.142857142857143,0.0741687979539642
252,272,130,4.642857142857143,0.08312020460358056
253,273,130,4.642857142857143,0.08312020460358056
254,274,131,4.678571428571429,0.08375959079283887
255,275,155,5.535714285714286,0.09910485933503836
256,276,106,3.7857142857142856,0.06777493606138107
257,278,126,4.5,0.08056265984654731
258,279,115,4.107142857142857,0.07352941176470588
259,280,117,4.178571428571429,0.0748081841432225
260,281,119,4.25,0.07608695652173914
261,282,122,4.357142857142857,0.07800511508951406
262,283,119,4.25,0.07608695652173914
263,284,111,3.9642857142857144,0.07097186700767263
264,285,141,5.035714285714286,0.09015345268542199
265,286,128,4.571428571428571,0.08184143222506395
266,288,86,3.0714285714285716,0.054987212276214836
267,289,102,3.642857142857143,0.06521739130434782
268,290,134,4.785714285714286,0.08567774936061381
269,291,121,4.321428571428571,0.07736572890025575
270,292,109,3.892857142857143,0.06969309462915602
271,293,132,4.714285714285714,0.08439897698209718
272,294,113,4.035714285714286,0.07225063938618925
273,295,107,3.8214285714285716,0.06841432225063938
274,297,155,5.535714285714286,0.09910485933503836
275,298,127,4.535714285714286,0.08120204603580562
276,299,119,4.25,0.07608695652173914
277,300,98,3.5,0.06265984654731457
278,301,124,4.428571428571429,0.0792838874680307
279,302,127,4.535714285714286,0.08120204603580562
280,303,158,5.642857142857143,0.1010230179028133
281,304,137,4.892857142857143,0.08759590792838874
282,305,116,4.142857142857143,0.0741687979539642
283,306,101,3.607142857142857,0.06457800511508952
284,307,148,5.285714285714286,0.09462915601023018
285,308,96,3.4285714285714284,0.061381074168797956
286,310,111,3.9642857142857144,0.07097186700767263
287,311,107,3.8214285714285716,0.06841432225063938
288,312,115,4.107142857142857,0.07352941176470588
289,313,142,5.071428571428571,0.0907928388746803
290,314,154,5.5,0.09846547314578005
291,315,94,3.357142857142857,0.06010230179028133
292,316,128,4.571428571428571,0.08184143222506395
293,317,140,5.0,0.08951406649616368
294,318,146,5.214285714285714,0.09335038363171355
295,319,130,4.642857142857143,0.08312020460358056
296,320,145,5.178571428571429,0.09271099744245524
297,321,94,3.357142857142857,0.06010230179028133
298,322,135,4.821428571428571,0.08631713554987212
299,323,128,4.571428571428571,0.08184143222506395
300,324,123,4.392857142857143,0.07864450127877237
301,326,126,4.5,0.08056265984654731
302,327,145,5.178571428571429,0.09271099744245524
303,328,123,4.392857142857143,0.07864450127877237
304,329,119,4.25,0.07608695652173914
305,330,107,3.8214285714285716,0.06841432225063938
306,331,134,4.785714285714286,0.08567774936061381
307,332,117,4.178571428571429,0.0748081841432225
308,333,136,4.857142857142857,0.08695652173913043
309,334,97,3.4642857142857144,0.062020460358056265
310,336,143,5.107142857142857,0.09143222506393862
311,337,125,4.464285714285714,0.079923273657289
312,338,126,4.5,0.08056265984654731
313,339,124,4.428571428571429,0.0792838874680307
314,340,147,5.25,0.09398976982097186
315,341,139,4.964285714285714,0.08887468030690537
316,342,157,5.607142857142857,0.100383631713555
317,343,111,3.9642857142857144,0.07097186700767263
318,344,115,4.107142857142857,0.07352941176470588
319,345,125,4.464285714285714,0.079923273657289
320,346,147,5.25,0.09398976982097186
321,347,133,4.75,0.0850383631713555
322,348,136,4.857142857142857,0.08695652173913043
323,349,129,4.607142857142857,0.08248081841432225
324,350,119,4.25,0.07608695652173914
325,351,132,4.714285714285714,0.08439897698209718
326,352,138,4.928571428571429,0.08823529411764706
327,353,124,4.428571428571429,0.0792838874680307
328,354,142,5.071428571428571,0.0907928388746803
329,355,116,4.142857142857143,0.0741687979539642
330,356,128,4.571428571428571,0.08184143222506395
331,357,147,5.25,0.09398976982097186
332,358,140,5.0,0.08951406649616368
333,359,132,4.714285714285714,0.08439897698209718
334,360,142,5.071428571428571,0.0907928388746803
335,361,124,4.428571428571429,0.0792838874680307
336,362,118,4.214285714285714,0.07544757033248081
337,363,132,4.714285714285714,0.08439897698209718
338,364,145,5.178571428571429,0.09271099744245524
339,365,113,4.035714285714286,0.07225063938618925
340,366,118,4.214285714285714,0.07544757033248081
